"year","month_name","month_number","country","max_emails_opened","total_customers","total_emails_sent_per_country"
"2020","December","12","Burundi","30","1160","2729"
"2020","December","12","Cambodia","289","843","1839"
"2020","December","12","Cameroon","14","530","1532"
"2020","December","12","Canada","29","28","1122"
"2020","December","12","Cape Verde","6","409","1376"
"2020","December","12","Cayman Islands","85","418","607"
"2020","December","12","Chad","321","1175","1277"
"2020","December","12","Chile","130","383","354"
"2020","December","12","China","44","588","183"
"2020","December","12","Christmas Island","3","969","3921"
"2020","December","12","Cocos (Keeling) Islands","57","1339","1582"
"2020","December","12","Colombia","24","799","1108"
"2020","December","12","Comoros","89","2677","1219"
"2020","December","12","Congo","17","803","1105"
"2020","December","12","Cook Islands","133","12","977"
"2020","December","12","Cote d'Ivoire","86","1593","1013"
"2020","December","12","Croatia","213","1054","775"
"2020","December","12","Cuba","88","1067","2350"
"2020","December","12","Cyprus","293","411","1258"
"2020","December","12","Czech Republic","105","1520","1630"
"2020","December","12","Denmark","294","559","1836"
"2020","December","12","Djibouti","42","9","1551"
"2020","December","12","Dominica","266","1231","2223"
"2020","December","12","Ecuador","500","1177","3083"
"2020","December","12","El Salvador","2","993","312"
"2020","December","12","Equatorial Guinea","10","518","900"
"2020","December","12","Eritrea","1","470","1791"
"2020","December","12","Estonia","117","4628","1903"
"2020","December","12","Ethiopia","2","863","545"
"2020","December","12","Falkland Islands (Malvinas)","101","1738","1165"
"2020","December","12","Faroe Islands","6","128","716"
"2020","December","12","Finland","116","1660","1319"
"2020","December","12","French Guiana","23","474","2095"
"2020","December","12","French Polynesia","123","308","2604"
"2020","December","12","French Southern Territories","108","1698","1137"
"2020","December","12","Gabon","40","520","2478"
"2020","December","12","Gambia","44","1367","1560"
"2020","December","12","Georgia","143","562","1617"
"2020","December","12","Ghana","58","856","918"
"2020","December","12","Gibraltar","102","1179","769"
"2020","December","12","Greece","81","735","2173"
"2020","December","12","Greenland","166","168","789"
"2020","December","12","Grenada","500","1186","1781"
"2020","December","12","Guadeloupe","24","511","2552"
"2020","December","12","Guam","353","1693","1906"
"2020","December","12","Guatemala","497","1009","3087"
"2020","December","12","Guinea","18","556","509"
"2020","December","12","Guinea-Bissau","35","325","126"
"2020","December","12","Guyana","163","1068","1531"
"2020","December","12","Haiti","349","497","1453"
"2020","December","12","Heard Island and McDonald Islands","16","169","346"
"2020","December","12","Holy See (Vatican City State)","1","343","1266"
"2020","December","12","Honduras","81","541","591"
"2020","December","12","Hong Kong","118","676","1350"
"2020","December","12","Hungary","60","638","1878"
"2020","December","12","Iceland","45","1220","2015"
"2020","December","12","India","221","941","966"
"2020","December","12","Indonesia","17","118","665"
"2020","December","12","Iran","500","359","1636"
"2020","December","12","Iraq","83","255","364"
"2020","December","12","Ireland","16","1056","1846"
"2020","December","12","Isle of Man","84","1327","1830"
"2020","December","12","Israel","355","1871","3052"
"2020","December","12","Italy","92","81","698"
"2020","December","12","Jamaica","20","1066","1874"
"2020","December","12","Jersey","133","1048","1330"
"2020","December","12","Jordan","288","571","1158"
"2020","December","12","Kazakhstan","1","285","380"
"2020","December","12","Kenya","20","609","1270"
"2020","December","12","Kiribati","339","1254","1764"
"2020","December","12","Kuwait","63","1920","228"
"2020","December","12","Kyrgyz Republic","4","960","906"
"2020","December","12","Lao People's Democratic Republic","500","1334","697"
"2020","December","12","Latvia","34","62","138"
"2020","December","12","Lesotho","6","50","651"
"2020","December","12","Liberia","11","1389","1378"
"2020","December","12","Libyan Arab Jamahiriya","152","2373","1993"
"2020","December","12","Liechtenstein","45","985","841"
"2020","December","12","Lithuania","56","1180","1918"
"2020","December","12","Luxembourg","1","507","920"
"2020","December","12","Macao","56","804","277"
"2020","December","12","Macedonia","7","1571","1195"
"2020","December","12","Madagascar","2","1601","716"
"2020","December","12","Malawi","177","2804","2198"
"2020","December","12","Malaysia","41","219","588"
"2020","December","12","Maldives","36","520","363"
"2020","December","12","Marshall Islands","4","802","482"
"2020","December","12","Martinique","16","562","756"
"2020","December","12","Mauritania","1","280","1304"
"2020","December","12","Mauritius","13","648","841"
"2020","December","12","Mexico","61","577","782"
"2020","December","12","Micronesia","162","2550","1833"
"2020","December","12","Moldova","175","681","1294"
"2020","December","12","Mongolia","106","502","1904"
"2020","December","12","Montenegro","500","2871","2071"
"2020","December","12","Montserrat","31","665","578"
"2020","December","12","Myanmar","34","501","729"
"2020","December","12","Namibia","72","1410","657"
"2020","December","12","Nepal","1","168","199"
"2020","December","12","Netherlands","214","673","2093"
"2020","December","12","New Zealand","225","2121","2430"
"2020","December","12","Nicaragua","96","794","999"
"2020","December","12","Niger","10","1498","1432"
"2020","December","12","Nigeria","86","1674","990"
"2020","December","12","Niue","2","216","982"
"2020","December","12","Norfolk Island","432","1409","3395"
"2020","December","12","Northern Mariana Islands","136","504","1655"
"2020","December","12","Norway","171","2562","2571"
"2020","December","12","Oman","43","570","817"
"2020","December","12","Pakistan","500","1270","1993"
"2020","December","12","Palau","80","1040","1162"
"2020","December","12","Palestinian Territory","353","303","1723"
"2020","December","12","Panama","65","841","5117"
"2020","December","12","Papua New Guinea","20","137","823"
"2020","December","12","Paraguay","57","1606","2028"
"2020","December","12","Pitcairn Islands","119","230","3648"
"2020","December","12","Poland","128","1949","1620"
"2020","December","12","Portugal","159","135","398"
"2020","December","12","Puerto Rico","17","1357","325"
"2020","December","12","Qatar","4","625","117"
"2020","December","12","Republic of Korea","118","1113","2589"
"2020","December","12","Romania","61","464","1062"
"2020","December","12","Russian Federation","61","399","2566"
"2020","December","12","Rwanda","134","937","2364"
"2020","December","12","Saint Barthelemy","489","869","2228"
"2020","December","12","Saint Helena","45","516","721"
"2020","December","12","Saint Kitts and Nevis","500","889","1206"
"2020","December","12","Saint Martin","2","421","366"
"2020","December","12","Saint Pierre and Miquelon","111","897","770"
"2020","December","12","San Marino","27","2075","956"
"2020","December","12","Sao Tome and Principe","75","500","1049"
"2020","December","12","Saudi Arabia","42","1037","534"
"2020","December","12","Senegal","22","1116","1145"
"2020","December","12","Seychelles","42","82","1892"
"2020","December","12","Sierra Leone","22","521","1427"
"2020","December","12","Singapore","46","155","1580"
"2020","December","12","Slovenia","167","145","608"
"2020","December","12","Somalia","422","1745","1109"
"2020","December","12","South Africa","54","1362","2447"
"2020","December","12","Spain","2","995","831"
"2020","December","12","Sri Lanka","5","1065","949"
"2020","December","12","Sudan","105","931","1966"
"2020","December","12","Suriname","33","139","2119"
"2020","December","12","Svalbard & Jan Mayen Islands","5","257","437"
"2020","December","12","Swaziland","24","1762","1000"
"2020","December","12","Switzerland","91","410","1438"
"2020","December","12","Syrian Arab Republic","256","306","2726"
"2020","December","12","Taiwan","94","913","1054"
"2020","December","12","Tajikistan","165","1743","1365"
"2020","December","12","Tanzania","155","1982","1232"
"2020","December","12","Thailand","500","317","1076"
"2020","December","12","Togo","69","808","2232"
"2020","December","12","Trinidad and Tobago","80","1406","688"
"2020","December","12","Tunisia","157","676","2004"
"2020","December","12","Turkey","123","457","463"
"2020","December","12","Turkmenistan","244","510","637"
"2020","December","12","Turks and Caicos Islands","40","188","659"
"2020","December","12","Tuvalu","130","962","1642"
"2020","December","12","Uganda","343","808","2571"
"2020","December","12","Ukraine","2","715","1948"
"2020","December","12","United Arab Emirates","228","731","839"
"2020","December","12","United Kingdom","21","529","2107"
"2020","December","12","United States Minor Outlying Islands","16","896","1620"
"2020","December","12","United States of America","274","913","2366"
"2020","December","12","Uruguay","91","455","1130"
"2020","December","12","Uzbekistan","17","784","414"
"2020","December","12","Vanuatu","17","177","928"
"2020","December","12","Venezuela","4","659","1318"
"2020","December","12","Vietnam","17","640","1469"
"2020","December","12","Virgin Islands, British","151","233","1316"
"2020","December","12","Virgin Islands, U.S.","333","256","1181"
"2020","December","12","Wallis and Futuna","443","2804","2333"
"2020","December","12","Zambia","62","189","1442"
"2020","December","12","Zimbabwe","61","561","2916"
"2021","January","1","Albania","41","843","1019"
"2021","January","1","Angola","59","666","1225"
"2021","January","1","Bahrain","9","653","632"
"2021","January","1","Bangladesh","45","304","3904"
"2021","January","1","Belize","52","612","2343"
"2021","January","1","Bermuda","17","450","1142"
"2021","January","1","Bulgaria","29","225","1075"
"2021","January","1","Burkina Faso","6","110","958"
"2021","January","1","Burundi","39","1077","2729"
"2021","January","1","Cameroon","80","367","1532"
"2021","January","1","Cayman Islands","9","418","607"
"2021","January","1","Chad","33","449","1277"
"2021","January","1","Christmas Island","40","1","3921"
"2021","January","1","Cuba","15","388","2350"
"2021","January","1","Cyprus","27","411","1258"
"2021","January","1","Democratic People's Republic of Korea","110","157","925"
"2021","January","1","Denmark","39","115","1836"
"2021","January","1","Egypt","2","156","63"
"2021","January","1","Falkland Islands (Malvinas)","1","385","1165"
"2021","January","1","French Guiana","500","189","2095"
"2021","January","1","French Southern Territories","79","353","1137"
"2021","January","1","Gabon","16","352","2478"
"2021","January","1","Georgia","37","398","1617"
"2021","January","1","Ghana","135","347","918"
"2021","January","1","Greenland","18","266","789"
"2021","January","1","Grenada","236","1186","1781"
"2021","January","1","Guatemala","200","161","3087"
"2021","January","1","Guinea","29","556","509"
"2021","January","1","Italy","17","81","698"
"2021","January","1","Jordan","237","882","1158"
"2021","January","1","Kenya","4","842","1270"
"2021","January","1","Kiribati","500","962","1764"
"2021","January","1","Lebanon","9","883","462"
"2021","January","1","Liberia","30","95","1378"
"2021","January","1","Luxembourg","169","705","920"
"2021","January","1","Malaysia","4","479","588"
"2021","January","1","Marshall Islands","14","288","482"
"2021","January","1","Mauritania","15","252","1304"
"2021","January","1","Mauritius","110","896","841"
"2021","January","1","Mexico","54","592","782"
"2021","January","1","Micronesia","6","180","1833"
"2021","January","1","Montenegro","10","967","2071"
"2021","January","1","Netherlands","86","629","2093"
"2021","January","1","Netherlands Antilles","49","966","2346"
"2021","January","1","New Zealand","36","316","2430"
"2021","January","1","Norfolk Island","2","591","3395"
"2021","January","1","Norway","35","1130","2571"
"2021","January","1","Pakistan","90","223","1993"
"2021","January","1","Palestinian Territory","85","303","1723"
"2021","January","1","Panama","290","397","5117"
"2021","January","1","Pitcairn Islands","24","274","3648"
"2021","January","1","Republic of Korea","56","413","2589"
"2021","January","1","Saint Barthelemy","33","68","2228"
"2021","January","1","Saint Martin","5","421","366"
"2021","January","1","Saint Pierre and Miquelon","5","949","770"
"2021","January","1","San Marino","118","586","956"
"2021","January","1","Seychelles","215","96","1892"
"2021","January","1","Sierra Leone","52","60","1427"
"2021","January","1","South Africa","53","948","2447"
"2021","January","1","Syrian Arab Republic","11","390","2726"
"2021","January","1","Tajikistan","18","231","1365"
"2021","January","1","Tanzania","17","898","1232"
"2021","January","1","Togo","8","663","2232"
"2021","January","1","Turks and Caicos Islands","200","862","659"
"2021","January","1","Tuvalu","7","589","1642"
"2021","January","1","Uganda","7","519","2571"
"2021","January","1","Ukraine","1","67","1948"
"2021","January","1","United Arab Emirates","37","49","839"
"2021","January","1","Virgin Islands, British","48","1203","1316"
"2021","January","1","Wallis and Futuna","31","545","2333"
"2021","January","1","Zimbabwe","31","562","2916"
"2021","February","2","Angola","28","553","1225"
"2021","February","2","Antigua and Barbuda","3","240","435"
"2021","February","2","Australia","3","1136","3042"
"2021","February","2","Bangladesh","167","435","3904"
"2021","February","2","Barbados","43","831","1518"
"2021","February","2","Belize","371","1417","2343"
"2021","February","2","Bermuda","33","350","1142"
"2021","February","2","Bhutan","21","113","1076"
"2021","February","2","Bolivia","10","132","772"
"2021","February","2","Bouvet Island (Bouvetoya)","117","491","623"
"2021","February","2","Brazil","19","692","1281"
"2021","February","2","Brunei Darussalam","23","320","2273"
"2021","February","2","Bulgaria","4","494","1075"
"2021","February","2","Burundi","21","53","2729"
"2021","February","2","Cambodia","34","335","1839"
"2021","February","2","Cameroon","34","521","1532"
"2021","February","2","Cape Verde","13","251","1376"
"2021","February","2","Chile","18","63","354"
"2021","February","2","Christmas Island","41","449","3921"
"2021","February","2","Cocos (Keeling) Islands","9","865","1582"
"2021","February","2","Colombia","33","40","1108"
"2021","February","2","Croatia","68","943","775"
"2021","February","2","Cyprus","20","411","1258"
"2021","February","2","Denmark","12","947","1836"
"2021","February","2","Dominica","22","854","2223"
"2021","February","2","Equatorial Guinea","144","837","900"
"2021","February","2","Eritrea","3","1549","1791"
"2021","February","2","Estonia","30","985","1903"
"2021","February","2","Ethiopia","224","794","545"
"2021","February","2","Falkland Islands (Malvinas)","1","136","1165"
"2021","February","2","Finland","184","330","1319"
"2021","February","2","France","213","488","1051"
"2021","February","2","French Guiana","33","238","2095"
"2021","February","2","French Polynesia","169","932","2604"
"2021","February","2","Gabon","220","342","2478"
"2021","February","2","Georgia","2","398","1617"
"2021","February","2","Gibraltar","23","55","769"
"2021","February","2","Grenada","21","964","1781"
"2021","February","2","Guadeloupe","158","2229","2552"
"2021","February","2","Guatemala","1","161","3087"
"2021","February","2","Guinea","110","917","509"
"2021","February","2","Guinea-Bissau","64","325","126"
"2021","February","2","Guyana","165","446","1531"
"2021","February","2","Haiti","27","828","1453"
"2021","February","2","Honduras","29","185","591"
"2021","February","2","Hungary","3","58","1878"
"2021","February","2","India","5","315","966"
"2021","February","2","Ireland","29","253","1846"
"2021","February","2","Italy","83","81","698"
"2021","February","2","Jordan","40","167","1158"
"2021","February","2","Kazakhstan","2","285","380"
"2021","February","2","Kyrgyz Republic","101","41","906"
"2021","February","2","Lao People's Democratic Republic","44","496","697"
"2021","February","2","Latvia","3","62","138"
"2021","February","2","Lithuania","7","660","1918"
"2021","February","2","Macedonia","150","819","1195"
"2021","February","2","Malaysia","340","479","588"
"2021","February","2","Mali","3","207","672"
"2021","February","2","Marshall Islands","6","14","482"
"2021","February","2","Martinique","15","886","756"
"2021","February","2","Mauritania","8","360","1304"
"2021","February","2","Mauritius","28","108","841"
"2021","February","2","Mexico","32","1169","782"
"2021","February","2","Micronesia","105","965","1833"
"2021","February","2","Montenegro","22","576","2071"
"2021","February","2","Morocco","1","308","299"
"2021","February","2","Myanmar","41","1310","729"
"2021","February","2","Namibia","59","481","657"
"2021","February","2","Nauru","2","32","584"
"2021","February","2","Nepal","72","718","199"
"2021","February","2","New Zealand","167","80","2430"
"2021","February","2","Nicaragua","13","271","999"
"2021","February","2","Nigeria","5","911","990"
"2021","February","2","Norfolk Island","43","1003","3395"
"2021","February","2","Northern Mariana Islands","159","723","1655"
"2021","February","2","Norway","54","51","2571"
"2021","February","2","Oman","323","570","817"
"2021","February","2","Palau","9","66","1162"
"2021","February","2","Palestinian Territory","16","303","1723"
"2021","February","2","Panama","320","171","5117"
"2021","February","2","Pitcairn Islands","1","52","3648"
"2021","February","2","Puerto Rico","34","792","325"
"2021","February","2","Romania","18","187","1062"
"2021","February","2","Russian Federation","32","399","2566"
"2021","February","2","Rwanda","84","677","2364"
"2021","February","2","Saint Barthelemy","29","515","2228"
"2021","February","2","San Marino","15","818","956"
"2021","February","2","Saudi Arabia","5","807","534"
"2021","February","2","Senegal","498","495","1145"
"2021","February","2","Seychelles","66","82","1892"
"2021","February","2","Sierra Leone","15","255","1427"
"2021","February","2","Slovakia (Slovak Republic)","48","900","271"
"2021","February","2","Slovenia","1","323","608"
"2021","February","2","Somalia","43","910","1109"
"2021","February","2","South Africa","101","2157","2447"
"2021","February","2","South Georgia and the South Sandwich Islands","17","487","375"
"2021","February","2","Spain","23","313","831"
"2021","February","2","Sri Lanka","220","593","949"
"2021","February","2","Sudan","102","1116","1966"
"2021","February","2","Suriname","12","250","2119"
"2021","February","2","Swaziland","1","765","1000"
"2021","February","2","Switzerland","58","61","1438"
"2021","February","2","Syrian Arab Republic","12","636","2726"
"2021","February","2","Timor-Leste","143","1251","801"
"2021","February","2","Togo","7","309","2232"
"2021","February","2","Trinidad and Tobago","15","808","688"
"2021","February","2","Tunisia","91","791","2004"
"2021","February","2","Turkmenistan","33","942","637"
"2021","February","2","Tuvalu","30","575","1642"
"2021","February","2","United Kingdom","500","1411","2107"
"2021","February","2","United States Minor Outlying Islands","1","771","1620"
"2021","February","2","United States of America","33","64","2366"
"2021","February","2","Vanuatu","14","177","928"
"2021","February","2","Venezuela","27","298","1318"
"2021","February","2","Vietnam","13","57","1469"
"2021","February","2","Yemen","85","208","523"
"2021","February","2","Zambia","48","59","1442"
"2021","March","3","Afghanistan","1","554","381"
"2021","March","3","Albania","22","1457","1019"
"2021","March","3","Algeria","70","1630","2313"
"2021","March","3","American Samoa","16","325","2483"
"2021","March","3","Andorra","8","886","394"
"2021","March","3","Anguilla","8","624","285"
"2021","March","3","Antarctica (the territory South of 60 deg S)","236","700","384"
"2021","March","3","Antigua and Barbuda","52","955","435"
"2021","March","3","Armenia","93","920","1177"
"2021","March","3","Aruba","500","178","2267"
"2021","March","3","Australia","227","1951","3042"
"2021","March","3","Austria","97","33","325"
"2021","March","3","Azerbaijan","72","1276","292"
"2021","March","3","Bahamas","2","93","1398"
"2021","March","3","Bahrain","64","611","632"
"2021","March","3","Bangladesh","208","2805","3904"
"2021","March","3","Barbados","83","332","1518"
"2021","March","3","Belgium","64","192","974"
"2021","March","3","Belize","64","941","2343"
"2021","March","3","Bermuda","4","133","1142"
"2021","March","3","Bhutan","55","891","1076"
"2021","March","3","Botswana","41","522","1313"
"2021","March","3","Bouvet Island (Bouvetoya)","61","491","623"
"2021","March","3","Brazil","88","613","1281"
"2021","March","3","Brunei Darussalam","188","2830","2273"
"2021","March","3","Bulgaria","269","225","1075"
"2021","March","3","Burundi","88","1917","2729"
"2021","March","3","Cambodia","39","797","1839"
"2021","March","3","Cameroon","137","1054","1532"
"2021","March","3","Canada","18","44","1122"
"2021","March","3","Cape Verde","500","660","1376"
"2021","March","3","Cayman Islands","1","276","607"
"2021","March","3","Chad","497","449","1277"
"2021","March","3","Christmas Island","264","815","3921"
"2021","March","3","Cocos (Keeling) Islands","239","2714","1582"
"2021","March","3","Colombia","406","331","1108"
"2021","March","3","Comoros","130","699","1219"
"2021","March","3","Congo","123","1518","1105"
"2021","March","3","Cote d'Ivoire","40","1508","1013"
"2021","March","3","Croatia","174","1901","775"
"2021","March","3","Cuba","122","1482","2350"
"2021","March","3","Czech Republic","155","1018","1630"
"2021","March","3","Democratic People's Republic of Korea","43","46","925"
"2021","March","3","Denmark","33","1506","1836"
"2021","March","3","Djibouti","111","715","1551"
"2021","March","3","Dominica","164","1789","2223"
"2021","March","3","Ecuador","1","610","3083"
"2021","March","3","Equatorial Guinea","25","1569","900"
"2021","March","3","Eritrea","44","302","1791"
"2021","March","3","Estonia","6","1474","1903"
"2021","March","3","Ethiopia","23","433","545"
"2021","March","3","Falkland Islands (Malvinas)","30","873","1165"
"2021","March","3","Faroe Islands","24","448","716"
"2021","March","3","Finland","171","916","1319"
"2021","March","3","France","106","1356","1051"
"2021","March","3","French Guiana","1","47","2095"
"2021","March","3","French Polynesia","23","932","2604"
"2021","March","3","French Southern Territories","8","505","1137"
"2021","March","3","Gabon","500","493","2478"
"2021","March","3","Gambia","54","1717","1560"
"2021","March","3","Ghana","112","1170","918"
"2021","March","3","Greece","105","1358","2173"
"2021","March","3","Greenland","176","427","789"
"2021","March","3","Grenada","29","719","1781"
"2021","March","3","Guadeloupe","74","1159","2552"
"2021","March","3","Guam","10","979","1906"
"2021","March","3","Guatemala","249","2724","3087"
"2021","March","3","Guinea","32","556","509"
"2021","March","3","Guyana","142","622","1531"
"2021","March","3","Haiti","41","143","1453"
"2021","March","3","Hungary","227","638","1878"
"2021","March","3","Iceland","7","226","2015"
"2021","March","3","India","47","584","966"
"2021","March","3","Indonesia","15","706","665"
"2021","March","3","Iran","4","100","1636"
"2021","March","3","Iraq","1","957","364"
"2021","March","3","Ireland","43","351","1846"
"2021","March","3","Isle of Man","26","1370","1830"
"2021","March","3","Israel","500","1407","3052"
"2021","March","3","Jamaica","307","1777","1874"
"2021","March","3","Japan","27","604","299"
"2021","March","3","Jordan","170","167","1158"
"2021","March","3","Kenya","37","1451","1270"
"2021","March","3","Kiribati","172","292","1764"
"2021","March","3","Kyrgyz Republic","65","960","906"
"2021","March","3","Lao People's Democratic Republic","13","496","697"
"2021","March","3","Lesotho","123","631","651"
"2021","March","3","Liberia","107","337","1378"
"2021","March","3","Libyan Arab Jamahiriya","82","859","1993"
"2021","March","3","Liechtenstein","11","37","841"
"2021","March","3","Malawi","70","2577","2198"
"2021","March","3","Malaysia","12","605","588"
"2021","March","3","Maldives","8","520","363"
"2021","March","3","Malta","27","1099","720"
"2021","March","3","Martinique","213","1240","756"
"2021","March","3","Mauritania","101","280","1304"
"2021","March","3","Mexico","7","278","782"
"2021","March","3","Micronesia","276","1163","1833"
"2021","March","3","Monaco","1","890","876"
"2021","March","3","Montenegro","27","380","2071"
"2021","March","3","Montserrat","46","798","578"
"2021","March","3","Namibia","40","1565","657"
"2021","March","3","Nauru","125","822","584"
"2021","March","3","Netherlands","17","1585","2093"
"2021","March","3","Netherlands Antilles","8","1393","2346"
"2021","March","3","New Zealand","91","1252","2430"
"2021","March","3","Nigeria","6","815","990"
"2021","March","3","Norfolk Island","301","1939","3395"
"2021","March","3","Northern Mariana Islands","75","727","1655"
"2021","March","3","Norway","148","1087","2571"
"2021","March","3","Oman","4","570","817"
"2021","March","3","Pakistan","11","78","1993"
"2021","March","3","Palau","13","454","1162"
"2021","March","3","Palestinian Territory","46","820","1723"
"2021","March","3","Panama","500","2208","5117"
"2021","March","3","Papua New Guinea","16","137","823"
"2021","March","3","Paraguay","39","708","2028"
"2021","March","3","Philippines","500","915","2028"
"2021","March","3","Pitcairn Islands","26","52","3648"
"2021","March","3","Poland","6","1296","1620"
"2021","March","3","Republic of Korea","388","716","2589"
"2021","March","3","Reunion","16","574","239"
"2021","March","3","Romania","28","1822","1062"
"2021","March","3","Russian Federation","121","1317","2566"
"2021","March","3","Rwanda","48","1267","2364"
"2021","March","3","Saint Helena","73","828","721"
"2021","March","3","Saint Kitts and Nevis","4","738","1206"
"2021","March","3","Saint Pierre and Miquelon","29","413","770"
"2021","March","3","Saint Vincent and the Grenadines","20","127","1449"
"2021","March","3","San Marino","125","818","956"
"2021","March","3","Sao Tome and Principe","29","992","1049"
"2021","March","3","Saudi Arabia","25","1208","534"
"2021","March","3","Senegal","71","621","1145"
"2021","March","3","Serbia","22","391","1277"
"2021","March","3","Sierra Leone","61","555","1427"
"2021","March","3","Singapore","133","373","1580"
"2021","March","3","Slovenia","35","323","608"
"2021","March","3","South Africa","195","134","2447"
"2021","March","3","South Georgia and the South Sandwich Islands","57","490","375"
"2021","March","3","Spain","206","868","831"
"2021","March","3","Sri Lanka","15","603","949"
"2021","March","3","Suriname","105","250","2119"
"2021","March","3","Swaziland","212","1392","1000"
"2021","March","3","Sweden","29","528","136"
"2021","March","3","Switzerland","134","1396","1438"
"2021","March","3","Syrian Arab Republic","85","2423","2726"
"2021","March","3","Taiwan","63","293","1054"
"2021","March","3","Tajikistan","290","1668","1365"
"2021","March","3","Tanzania","143","1982","1232"
"2021","March","3","Thailand","268","317","1076"
"2021","March","3","Timor-Leste","8","928","801"
"2021","March","3","Togo","39","1471","2232"
"2021","March","3","Tokelau","4","314","1757"
"2021","March","3","Tonga","93","1533","556"
"2021","March","3","Trinidad and Tobago","20","193","688"
"2021","March","3","Tunisia","3","182","2004"
"2021","March","3","Turkey","103","457","463"
"2021","March","3","Turkmenistan","12","512","637"
"2021","March","3","Turks and Caicos Islands","41","305","659"
"2021","March","3","Tuvalu","97","481","1642"
"2021","March","3","Uganda","94","2079","2571"
"2021","March","3","Ukraine","18","35","1948"
"2021","March","3","United States of America","83","2226","2366"
"2021","March","3","Venezuela","211","30","1318"
"2021","March","3","Vietnam","17","184","1469"
"2021","March","3","Virgin Islands, British","49","970","1316"
"2021","March","3","Wallis and Futuna","396","1373","2333"
"2021","March","3","Western Sahara","17","229","1052"
"2021","March","3","Yemen","124","896","523"
"2021","March","3","Zambia","56","475","1442"
"2021","March","3","Zimbabwe","466","1516","2916"
"2021","April","4","Albania","40","2123","1019"
"2021","April","4","Algeria","180","1317","2313"
"2021","April","4","American Samoa","23","1043","2483"
"2021","April","4","Andorra","13","886","394"
"2021","April","4","Angola","187","2355","1225"
"2021","April","4","Anguilla","148","624","285"
"2021","April","4","Antigua and Barbuda","30","955","435"
"2021","April","4","Argentina","51","460","266"
"2021","April","4","Armenia","124","920","1177"
"2021","April","4","Aruba","129","578","2267"
"2021","April","4","Australia","276","725","3042"
"2021","April","4","Austria","17","33","325"
"2021","April","4","Azerbaijan","14","106","292"
"2021","April","4","Bahrain","19","1466","632"
"2021","April","4","Barbados","9","332","1518"
"2021","April","4","Belize","58","2029","2343"
"2021","April","4","Bermuda","432","350","1142"
"2021","April","4","Bhutan","23","1346","1076"
"2021","April","4","Bolivia","15","646","772"
"2021","April","4","Botswana","500","90","1313"
"2021","April","4","Brazil","500","467","1281"
"2021","April","4","British Indian Ocean Territory (Chagos Archipelago)","57","975","1161"
"2021","April","4","Brunei Darussalam","145","1281","2273"
"2021","April","4","Bulgaria","92","225","1075"
"2021","April","4","Burkina Faso","156","222","958"
"2021","April","4","Burundi","127","707","2729"
"2021","April","4","Cambodia","485","1764","1839"
"2021","April","4","Canada","11","44","1122"
"2021","April","4","Cape Verde","8","409","1376"
"2021","April","4","Central African Republic","37","228","45"
"2021","April","4","Chad","28","1175","1277"
"2021","April","4","Christmas Island","313","110","3921"
"2021","April","4","Cocos (Keeling) Islands","21","613","1582"
"2021","April","4","Colombia","13","668","1108"
"2021","April","4","Congo","36","870","1105"
"2021","April","4","Cook Islands","87","2041","977"
"2021","April","4","Cote d'Ivoire","165","1593","1013"
"2021","April","4","Croatia","19","111","775"
"2021","April","4","Cuba","28","486","2350"
"2021","April","4","Czech Republic","29","469","1630"
"2021","April","4","Denmark","124","538","1836"
"2021","April","4","Djibouti","151","1619","1551"
"2021","April","4","Dominica","294","1442","2223"
"2021","April","4","Ecuador","111","69","3083"
"2021","April","4","Equatorial Guinea","40","1484","900"
"2021","April","4","Ethiopia","16","433","545"
"2021","April","4","Falkland Islands (Malvinas)","407","1394","1165"
"2021","April","4","Finland","141","796","1319"
"2021","April","4","France","9","978","1051"
"2021","April","4","French Guiana","17","204","2095"
"2021","April","4","French Polynesia","2","819","2604"
"2021","April","4","Gabon","122","342","2478"
"2021","April","4","Gambia","500","1717","1560"
"2021","April","4","Georgia","217","400","1617"
"2021","April","4","Germany","62","1736","585"
"2021","April","4","Ghana","41","856","918"
"2021","April","4","Gibraltar","33","334","769"
"2021","April","4","Greece","32","1313","2173"
"2021","April","4","Grenada","106","1461","1781"
"2021","April","4","Guadeloupe","240","1445","2552"
"2021","April","4","Guam","217","1221","1906"
"2021","April","4","Guatemala","135","2762","3087"
"2021","April","4","Guernsey","242","1467","1428"
"2021","April","4","Haiti","76","828","1453"
"2021","April","4","Holy See (Vatican City State)","22","310","1266"
"2021","April","4","Honduras","109","541","591"
"2021","April","4","Hong Kong","294","1182","1350"
"2021","April","4","Hungary","25","199","1878"
"2021","April","4","Iceland","184","1297","2015"
"2021","April","4","India","269","941","966"
"2021","April","4","Indonesia","178","1425","665"
"2021","April","4","Ireland","500","2248","1846"
"2021","April","4","Jamaica","136","2028","1874"
"2021","April","4","Jordan","71","404","1158"
"2021","April","4","Kazakhstan","245","285","380"
"2021","April","4","Kenya","2","842","1270"
"2021","April","4","Kiribati","49","1423","1764"
"2021","April","4","Kuwait","41","939","228"
"2021","April","4","Lao People's Democratic Republic","1","838","697"
"2021","April","4","Liberia","455","942","1378"
"2021","April","4","Libyan Arab Jamahiriya","105","1282","1993"
"2021","April","4","Lithuania","500","520","1918"
"2021","April","4","Macao","96","1953","277"
"2021","April","4","Macedonia","18","1675","1195"
"2021","April","4","Madagascar","23","606","716"
"2021","April","4","Malawi","24","1020","2198"
